timestamp,open,high,low,close,volume
2023-11-27 08:00:00,376.8887,377.2400,376.3000,376.3700,11352
2023-11-27 08:01:00,377.3200,377.3200,377.3200,377.3200,495
2023-11-27 08:02:00,377.4100,377.4100,377.1100,377.1100,503
2023-11-27 08:03:00,376.0200,377.2000,376.0100,376.4900,1453
2023-11-27 08:04:00,376.5000,376.5000,376.4200,376.4200,1305
2023-11-27 08:07:00,376.6500,376.6500,376.6500,376.6500,140
2023-11-27 08:08:00,376.4400,376.4400,376.4400,376.4400,100
2023-11-27 08:09:00,376.6100,376.6100,376.6100,376.6100,265
2023-11-27 08:10:00,376.5069,376.7000,376.5069,376.6100,486
2023-11-27 08:11:00,376.6200,376.7925,376.6200,376.7925,200
2023-11-27 08:13:00,376.6300,376.6300,376.4600,376.4600,400
2023-11-27 08:15:00,376.5274,376.5274,376.3000,376.3000,800
2023-11-27 08:16:00,376.5000,376.5000,376.5000,376.5000,200
2023-11-27 08:23:00,376.5500,376.5500,376.5500,376.5500,200
2023-11-27 08:25:00,376.6000,376.6000,376.5500,376.5500,400
2023-11-27 08:26:00,376.5600,376.5600,376.5500,376.5500,200
2023-11-27 08:27:00,376.5000,376.5000,376.5000,376.5000,100
2023-11-27 08:28:00,376.5799,376.5800,376.5799,376.5800,396
2023-11-27 08:29:00,376.6200,376.6200,376.6200,376.6200,100
2023-11-27 08:30:00,376.6600,376.7100,376.6600,376.7100,640
2023-11-27 08:31:00,376.6200,376.7000,376.6200,376.7000,651
2023-11-27 08:33:00,376.6500,376.6500,376.6200,376.6200,400
2023-11-27 08:34:00,376.6000,376.6000,376.5309,376.5309,293
2023-11-27 08:35:00,376.5500,376.5500,376.5500,376.5500,140
2023-11-27 08:36:00,376.5200,376.5200,376.5100,376.5100,557
2023-11-27 08:37:00,376.5200,376.5200,376.5000,376.5000,2580
2023-11-27 08:39:00,376.4200,376.4200,376.4200,376.4200,100
2023-11-27 08:40:00,376.4200,376.4200,376.4200,376.4200,100
2023-11-27 08:41:00,376.5000,376.5000,376.5000,376.5000,149
2023-11-27 08:42:00,377.4300,377.4300,377.4300,377.4300,1038
2023-11-27 08:43:00,376.5000,376.5000,376.5000,376.5000,100
2023-11-27 08:44:00,376.5297,376.5297,376.5297,376.5297,300
2023-11-27 08:46:00,376.4500,376.4500,376.4500,376.4500,100
2023-11-27 08:49:00,376.4000,376.4000,376.4000,376.4000,200
2023-11-27 08:52:00,376.3300,376.3300,376.3000,376.3000,242
2023-11-27 08:54:00,376.4900,376.4900,376.4900,376.4900,200
2023-11-27 08:57:00,376.4893,376.4893,376.4893,376.4893,424
2023-11-27 08:58:00,376.3500,376.3500,376.2800,376.2800,1837
2023-11-27 08:59:00,376.2200,376.2200,376.2200,376.2200,1580
2023-11-27 09:01:00,376.3300,376.3300,376.3300,376.3300,192
2023-11-27 09:02:00,376.2900,376.2900,376.2400,376.2400,200
2023-11-27 09:03:00,376.1700,376.3000,376.1700,376.3000,1194
2023-11-27 09:04:00,376.0200,376.1000,376.0100,376.1000,800
2023-11-27 09:05:00,376.0500,376.0500,376.0500,376.0500,100
2023-11-27 09:07:00,376.1100,376.1100,376.1100,376.1100,800
2023-11-27 09:08:00,376.1300,376.1900,376.1003,376.1100,1570
2023-11-27 09:10:00,376.0200,376.0200,376.0200,376.0200,1000
2023-11-27 09:11:00,376.0301,376.1300,376.0301,376.1300,500
2023-11-27 09:12:00,376.0300,376.1500,376.0300,376.1500,205
2023-11-27 09:13:00,376.1100,376.1400,376.1100,376.1400,500
2023-11-27 09:14:00,376.1600,376.1600,376.1600,376.1600,140
2023-11-27 09:16:00,376.2000,376.2000,376.1819,376.2000,500
2023-11-27 09:18:00,376.2100,376.2100,376.2100,376.2100,212
2023-11-27 09:19:00,376.1000,376.1500,376.1000,376.1500,1100
2023-11-27 09:20:00,376.2500,376.2500,376.2500,376.2500,104
2023-11-27 09:21:00,376.3000,376.3000,376.2000,376.2000,1028
2023-11-27 09:22:00,376.1900,376.2000,376.1900,376.2000,207
2023-11-27 09:23:00,376.2600,376.3819,376.2600,376.3819,200
2023-11-27 09:25:00,376.3900,376.4900,376.3500,376.3500,663
2023-11-27 09:26:00,376.3700,376.4500,376.3700,376.4500,1505
2023-11-27 09:27:00,376.4100,376.4100,376.2100,376.2100,572
2023-11-27 09:28:00,376.4500,376.6500,376.4500,376.5800,2645
2023-11-27 09:29:00,376.6200,376.7900,376.6200,376.7900,1987
2023-11-27 09:30:00,376.8000,378.0600,376.7800,377.9100,385387
2023-11-27 09:31:00,377.9400,378.1800,377.4500,377.6200,97610
2023-11-27 09:32:00,377.6200,377.6768,376.8800,376.8899,60652
2023-11-27 09:33:00,376.8282,376.9200,376.4300,376.7400,59359
2023-11-27 09:34:00,376.7600,376.8850,376.3100,376.4900,85370
2023-11-27 09:35:00,376.4700,376.7700,376.4400,376.6900,29631
2023-11-27 09:36:00,376.6800,376.8199,376.3350,376.7800,50168
2023-11-27 09:37:00,376.7626,376.8500,376.2000,376.2300,43516
2023-11-27 09:38:00,376.2600,376.7300,376.2600,376.6300,49286
2023-11-27 09:39:00,376.6200,377.2900,376.6200,377.0950,47524
2023-11-27 09:40:00,377.1178,377.4500,377.0400,377.3800,46731
2023-11-27 09:41:00,377.3924,377.8500,377.1100,377.3750,50389
2023-11-27 09:42:00,377.3870,377.7000,377.2901,377.4601,33920
2023-11-27 09:43:00,377.4873,377.7399,377.4873,377.6034,20475
2023-11-27 09:44:00,377.6100,377.6450,377.2300,377.3700,35601
2023-11-27 09:45:00,377.4100,377.4700,377.0829,377.1640,25198
2023-11-27 09:46:00,377.1900,377.2000,376.9050,376.9100,24122
2023-11-27 09:47:00,376.9250,377.2000,376.7400,376.7600,28795
2023-11-27 09:48:00,376.7900,377.0330,376.7700,376.9900,29581
2023-11-27 09:49:00,376.9850,377.1400,376.8500,376.8700,66102
2023-11-27 09:50:00,376.9000,376.9100,376.7200,376.7700,34975
2023-11-27 09:51:00,376.8100,376.9500,376.5900,376.8960,18331
2023-11-27 09:52:00,376.9000,376.9900,376.7100,376.9398,28573
2023-11-27 09:53:00,376.9050,377.2175,376.8950,377.0904,27760
2023-11-27 09:54:00,377.0900,377.3500,376.9500,377.3351,21627
2023-11-27 09:55:00,377.2750,377.4200,376.9483,377.0600,33368
2023-11-27 09:56:00,377.0900,377.2000,377.0000,377.0200,15462
2023-11-27 09:57:00,377.0300,377.2200,377.0270,377.1000,21311
2023-11-27 09:58:00,377.1211,377.3600,377.0640,377.3466,28923
2023-11-27 09:59:00,377.3399,377.6900,377.2700,377.6300,59066
2023-11-27 10:00:00,377.6600,377.9200,377.4000,377.5600,60634
2023-11-27 10:01:00,377.5800,377.7800,377.4204,377.4700,28698
2023-11-27 10:02:00,377.4409,377.6000,377.4100,377.4800,29152
2023-11-27 10:03:00,377.5401,377.7000,377.5401,377.6800,43054
2023-11-27 10:04:00,377.6600,377.7100,377.5404,377.6600,38275
2023-11-27 10:05:00,377.6250,377.7200,377.5600,377.6800,46158
2023-11-27 10:06:00,377.6900,377.7100,377.2901,377.4001,62507
2023-11-27 10:07:00,377.4100,377.6800,377.4100,377.6070,47213
2023-11-27 10:08:00,377.6100,377.8700,377.5800,377.8250,38186
2023-11-27 10:09:00,377.8100,377.8600,377.5300,377.8100,51191
2023-11-27 10:10:00,377.8000,377.9400,377.5850,377.7600,58071
2023-11-27 10:11:00,377.7500,377.7500,377.3800,377.4700,26961
2023-11-27 10:12:00,377.5000,377.5121,377.1200,377.1600,30718
2023-11-27 10:13:00,377.1950,377.2980,377.1731,377.2519,32021
2023-11-27 10:14:00,377.2900,377.4900,377.2900,377.3850,22732
2023-11-27 10:15:00,377.3600,377.4700,377.3400,377.3900,24178
2023-11-27 10:16:00,377.3850,377.4800,377.2950,377.4300,18576
2023-11-27 10:17:00,377.4342,377.4450,377.2600,377.2700,11272
2023-11-27 10:18:00,377.2100,377.2150,377.0300,377.0900,21528
2023-11-27 10:19:00,377.0900,377.1885,376.9700,377.1885,20293
2023-11-27 10:20:00,377.2008,377.3290,377.0908,377.2600,21916
2023-11-27 10:21:00,377.2300,377.3700,377.1800,377.3400,9962
2023-11-27 10:22:00,377.3200,377.3800,377.1300,377.1800,24544
2023-11-27 10:23:00,377.1600,377.1600,377.0000,377.1060,11388
2023-11-27 10:24:00,377.1200,377.1200,376.8200,377.0200,21953
2023-11-27 10:25:00,377.0200,377.2000,377.0200,377.1600,11687
2023-11-27 10:26:00,377.1300,377.4200,377.0800,377.3100,27572
2023-11-27 10:27:00,377.3200,377.4200,377.1900,377.2300,18412
2023-11-27 10:28:00,377.2400,377.2800,377.1600,377.1900,19935
2023-11-27 10:29:00,377.2100,377.2100,376.9300,376.9400,31919
2023-11-27 10:30:00,376.9900,377.3800,376.9900,377.3300,22952
2023-11-27 10:31:00,377.3000,377.3526,377.1950,377.3526,17955
2023-11-27 10:32:00,377.3600,377.6300,377.3600,377.5400,30663
2023-11-27 10:33:00,377.5700,377.5900,377.3000,377.4600,21260
2023-11-27 10:34:00,377.4550,377.6950,377.3850,377.6950,18693
2023-11-27 10:35:00,377.7500,377.8600,377.6600,377.8050,30511
2023-11-27 10:36:00,377.8050,377.8050,377.4400,377.4600,34355
2023-11-27 10:37:00,377.4700,377.5100,377.2500,377.3300,23923
2023-11-27 10:38:00,377.3300,377.3600,377.1994,377.3500,37039
2023-11-27 10:39:00,377.3600,377.4700,377.3400,377.4400,13062
2023-11-27 10:40:00,377.4300,377.7000,377.4200,377.6400,19594
2023-11-27 10:41:00,377.6300,377.7200,377.5800,377.6500,25342
2023-11-27 10:42:00,377.6300,377.6500,377.4500,377.4590,17573
2023-11-27 10:43:00,377.4300,377.5000,377.3700,377.3850,18135
2023-11-27 10:44:00,377.3900,377.4200,377.3400,377.3700,12173
2023-11-27 10:45:00,377.3650,377.4100,377.2800,377.3000,29824
2023-11-27 10:46:00,377.3100,377.5300,377.2800,377.5000,19561
2023-11-27 10:47:00,377.5050,377.5700,377.4200,377.4454,15071
2023-11-27 10:48:00,377.4600,377.6500,377.4400,377.6200,24175
2023-11-27 10:49:00,377.6260,377.6500,377.5200,377.5550,16613
2023-11-27 10:50:00,377.5045,377.6900,377.4413,377.6800,14021
2023-11-27 10:51:00,377.6900,377.6900,377.4300,377.4400,12716
2023-11-27 10:52:00,377.4197,377.5700,377.3900,377.5100,15428
2023-11-27 10:53:00,377.5000,377.6200,377.4900,377.5925,16635
2023-11-27 10:54:00,377.5601,377.7800,377.5600,377.6600,26718
2023-11-27 10:55:00,377.6470,377.7800,377.6470,377.7400,11111
2023-11-27 10:56:00,377.7650,377.9800,377.6900,377.9600,23088
2023-11-27 10:57:00,377.9800,378.1450,377.9700,378.1250,26963
2023-11-27 10:58:00,378.1300,378.1395,377.9500,378.0350,20809
2023-11-27 10:59:00,378.0600,378.0600,377.9400,377.9750,13424
2023-11-27 11:00:00,377.9500,377.9550,377.7600,377.8100,17435
2023-11-27 11:01:00,377.8100,377.8600,377.6500,377.7500,22164
2023-11-27 11:02:00,377.7828,377.9100,377.7500,377.8350,18233
2023-11-27 11:03:00,377.8111,377.8250,377.6850,377.7000,12662
2023-11-27 11:04:00,377.7000,377.7900,377.7000,377.7536,27292
2023-11-27 11:05:00,377.7400,377.7400,377.3500,377.3700,33172
2023-11-27 11:06:00,377.3300,377.4600,377.2500,377.3500,19297
2023-11-27 11:07:00,377.3800,377.5300,377.3600,377.5200,12834
2023-11-27 11:08:00,377.5200,377.7000,377.5054,377.5900,18111
2023-11-27 11:09:00,377.6086,377.7200,377.6000,377.6650,16347
2023-11-27 11:10:00,377.6650,377.7100,377.5700,377.6800,14329
2023-11-27 11:11:00,377.7050,377.7300,377.4500,377.4850,10907
2023-11-27 11:12:00,377.5100,377.5200,377.3300,377.4500,13144
2023-11-27 11:13:00,377.4800,377.5000,377.3700,377.4600,11665
2023-11-27 11:14:00,377.4200,377.4550,377.3000,377.4200,16974
2023-11-27 11:15:00,377.4200,377.4200,377.2900,377.4050,14123
2023-11-27 11:16:00,377.4200,377.5800,377.4000,377.5550,22924
2023-11-27 11:17:00,377.5501,377.5800,377.4200,377.4500,14619
2023-11-27 11:18:00,377.4700,377.4800,377.3000,377.4350,22720
2023-11-27 11:19:00,377.4200,377.4900,377.3600,377.4800,19274
2023-11-27 11:20:00,377.4750,377.4900,377.2800,377.2800,15898
2023-11-27 11:21:00,377.2800,377.4200,377.2800,377.3600,15686
2023-11-27 11:22:00,377.3800,377.4802,377.3100,377.4650,30367
2023-11-27 11:23:00,377.4400,377.6200,377.4150,377.5900,19254
2023-11-27 11:24:00,377.5600,377.6200,377.3100,377.3548,25654
2023-11-27 11:25:00,377.3600,377.4400,377.2800,377.2900,29714
2023-11-27 11:26:00,377.2907,377.4350,377.2800,377.4070,14833
2023-11-27 11:27:00,377.4000,377.6500,377.3600,377.6216,54717
2023-11-27 11:28:00,377.6100,377.7500,377.5200,377.6900,27258
2023-11-27 11:29:00,377.7100,377.7700,377.6250,377.7150,10546
2023-11-27 11:30:00,377.7000,377.7300,377.6323,377.7300,9801
2023-11-27 11:31:00,377.7000,377.7900,377.6800,377.7500,18796
2023-11-27 11:32:00,377.7900,377.9100,377.7900,377.8500,17227
2023-11-27 11:33:00,377.8300,377.8300,377.6900,377.7080,11284
2023-11-27 11:34:00,377.7200,377.8750,377.6900,377.8700,6593
2023-11-27 11:35:00,377.8700,378.0378,377.8000,378.0378,34012
2023-11-27 11:36:00,378.0399,378.2399,378.0000,378.2250,42357
2023-11-27 11:37:00,378.2000,378.3500,378.1500,378.2600,44011
2023-11-27 11:38:00,378.2600,378.4100,378.2600,378.2950,16117
2023-11-27 11:39:00,378.2402,378.2900,378.0800,378.1250,35133
2023-11-27 11:40:00,378.1300,378.2900,378.1300,378.1501,20088
2023-11-27 11:41:00,378.1500,378.3350,378.1500,378.2601,25076
2023-11-27 11:42:00,378.2700,378.2900,377.9950,378.0900,28110
2023-11-27 11:43:00,378.0800,378.0800,377.7601,377.9400,20992
2023-11-27 11:44:00,377.9350,378.0600,377.9350,378.0400,7352
2023-11-27 11:45:00,378.0200,378.1300,378.0000,378.0600,14955
2023-11-27 11:46:00,378.0700,378.3000,378.0600,378.2800,11348
2023-11-27 11:47:00,378.2500,378.3600,378.2200,378.3000,14846
2023-11-27 11:48:00,378.3200,378.3600,378.3000,378.3100,14351
2023-11-27 11:49:00,378.2950,378.3600,378.2200,378.2900,14304
2023-11-27 11:50:00,378.3200,378.4000,378.2300,378.2499,38384
2023-11-27 11:51:00,378.2400,378.4200,378.2350,378.4100,16564
2023-11-27 11:52:00,378.4100,378.5000,378.3800,378.4300,40094
2023-11-27 11:53:00,378.4100,378.5000,378.4100,378.4750,29251
2023-11-27 11:54:00,378.4800,378.6200,378.4600,378.5987,44584
2023-11-27 11:55:00,378.5750,378.6699,378.5750,378.6305,24397
2023-11-27 11:56:00,378.6400,378.9900,378.6400,378.8200,54188
2023-11-27 11:57:00,378.8200,378.8600,378.7400,378.8253,14083
2023-11-27 11:58:00,378.8300,379.0200,378.7739,378.8750,48087
2023-11-27 11:59:00,378.8750,379.0595,378.8500,379.0200,25724
2023-11-27 12:00:00,379.0400,379.1400,378.9550,378.9800,46021
2023-11-27 12:01:00,378.9535,379.1111,378.9400,379.0700,14625
2023-11-27 12:02:00,379.0550,379.2399,379.0100,379.2000,46034
2023-11-27 12:03:00,379.2200,379.2600,379.1200,379.1800,32865
2023-11-27 12:04:00,379.1700,379.4000,379.1300,379.4000,33812
2023-11-27 12:05:00,379.3700,379.4600,379.2677,379.3700,47266
2023-11-27 12:06:00,379.3850,379.5200,379.3212,379.5000,24547
2023-11-27 12:07:00,379.4700,379.5300,379.4000,379.4600,26043
2023-11-27 12:08:00,379.4800,379.5200,379.4001,379.4600,26212
2023-11-27 12:09:00,379.5000,379.5461,379.4500,379.5100,42676
2023-11-27 12:10:00,379.5050,379.6600,379.4800,379.6499,24671
2023-11-27 12:11:00,379.6450,379.7499,379.6300,379.7000,26034
2023-11-27 12:12:00,379.7050,379.7600,379.6600,379.6900,49792
2023-11-27 12:13:00,379.6900,379.7050,379.6400,379.6950,26002
2023-11-27 12:14:00,379.7000,379.7600,379.7000,379.7050,58681
2023-11-27 12:15:00,379.7000,379.7000,379.4696,379.5600,56856
2023-11-27 12:16:00,379.5500,379.6000,379.4900,379.5257,26962
2023-11-27 12:17:00,379.5100,379.6000,379.4900,379.6000,14288
2023-11-27 12:18:00,379.5900,379.6626,379.5100,379.6626,19308
2023-11-27 12:19:00,379.6700,379.7550,379.6650,379.6800,44287
2023-11-27 12:20:00,379.6800,379.6900,379.5400,379.5900,21254
2023-11-27 12:21:00,379.5987,379.6100,379.4500,379.5000,27457
2023-11-27 12:22:00,379.5200,379.6500,379.5100,379.5900,13831
2023-11-27 12:23:00,379.5735,379.5735,379.3000,379.3725,26739
2023-11-27 12:24:00,379.3600,379.4500,379.3500,379.4300,17194
2023-11-27 12:25:00,379.4600,379.5700,379.4500,379.5700,43236
2023-11-27 12:26:00,379.5600,379.5700,379.4613,379.5600,27530
2023-11-27 12:27:00,379.5500,379.6899,379.5150,379.6800,29923
2023-11-27 12:28:00,379.6900,379.8740,379.6800,379.8200,61809
2023-11-27 12:29:00,379.8200,379.9100,379.7660,379.8400,28439
2023-11-27 12:30:00,379.8500,379.8700,379.7400,379.8100,52269
2023-11-27 12:31:00,379.8150,379.9000,379.7200,379.8700,26956
2023-11-27 12:32:00,379.8750,379.8800,379.7800,379.8800,14897
2023-11-27 12:33:00,379.8900,379.9076,379.8100,379.8100,11394
2023-11-27 12:34:00,379.8150,379.8150,379.6000,379.6585,43864
2023-11-27 12:35:00,379.6700,379.7200,379.6300,379.6450,17846
2023-11-27 12:36:00,379.6450,379.7100,379.5900,379.6200,20336
2023-11-27 12:37:00,379.6200,379.7000,379.5800,379.6500,18339
2023-11-27 12:38:00,379.6500,379.7277,379.6301,379.7000,17510
2023-11-27 12:39:00,379.6800,379.7600,379.6700,379.7400,15949
2023-11-27 12:40:00,379.7600,379.8700,379.7500,379.8700,21090
2023-11-27 12:41:00,379.8783,379.9400,379.8100,379.8700,15559
2023-11-27 12:42:00,379.8601,379.8800,379.7800,379.8100,18645
2023-11-27 12:43:00,379.7979,379.9550,379.7146,379.9400,23535
2023-11-27 12:44:00,379.9350,380.3500,379.9250,380.1600,218047
2023-11-27 12:45:00,380.1600,380.2800,380.1600,380.2200,23569
2023-11-27 12:46:00,380.2100,380.3600,380.2000,380.3200,44119
2023-11-27 12:47:00,380.3300,380.3400,380.1200,380.1600,36089
2023-11-27 12:48:00,380.1501,380.2800,380.1200,380.1901,35641
2023-11-27 12:49:00,380.2050,380.2300,380.1500,380.1900,15934
2023-11-27 12:50:00,380.1850,380.2600,380.1300,380.2401,21087
2023-11-27 12:51:00,380.2458,380.2800,380.1969,380.2778,19677
2023-11-27 12:52:00,380.2652,380.4600,380.2600,380.4500,38732
2023-11-27 12:53:00,380.4450,380.5400,380.3400,380.3400,27203
2023-11-27 12:54:00,380.3215,380.4763,380.3000,380.4763,24454
2023-11-27 12:55:00,380.4799,380.5198,380.4500,380.5000,20388
2023-11-27 12:56:00,380.5000,380.5400,380.4600,380.4600,15165
2023-11-27 12:57:00,380.4500,380.5500,380.4300,380.5450,38157
2023-11-27 12:58:00,380.5450,380.5900,380.4400,380.4400,32716
2023-11-27 12:59:00,380.4600,380.4700,380.3000,380.3505,59326
2023-11-27 13:00:00,380.3600,380.4800,380.3600,380.4335,20392
2023-11-27 13:01:00,380.4400,380.4800,380.2500,380.2800,29599
2023-11-27 13:02:00,380.2900,380.5400,380.2900,380.5300,53527
2023-11-27 13:03:00,380.5500,380.6100,380.4800,380.5600,20849
2023-11-27 13:04:00,380.5500,380.6365,380.4600,380.4600,24754
2023-11-27 13:05:00,380.4650,380.5500,380.4200,380.4200,13757
2023-11-27 13:06:00,380.4300,380.6200,380.4300,380.6100,19146
2023-11-27 13:07:00,380.6050,380.6400,380.4628,380.4628,18191
2023-11-27 13:08:00,380.4650,380.4650,380.3800,380.4000,18628
2023-11-27 13:09:00,380.4100,380.4400,380.3000,380.3100,25545
2023-11-27 13:10:00,380.3100,380.3611,380.2500,380.2802,23847
2023-11-27 13:11:00,380.2900,380.4399,380.2900,380.3500,15586
2023-11-27 13:12:00,380.3500,380.4693,380.3400,380.4103,17585
2023-11-27 13:13:00,380.4100,380.4500,380.3750,380.4068,17472
2023-11-27 13:14:00,380.4000,380.4450,380.3545,380.3900,15875
2023-11-27 13:15:00,380.4000,380.4100,380.2700,380.3200,19953
2023-11-27 13:16:00,380.3250,380.3400,380.2900,380.3102,22376
2023-11-27 13:17:00,380.3300,380.3800,380.3000,380.3000,21275
2023-11-27 13:18:00,380.3100,380.3100,380.1122,380.1250,31354
2023-11-27 13:19:00,380.1300,380.2200,380.0400,380.0600,39340
2023-11-27 13:20:00,380.0650,380.0650,379.8400,379.9250,42102
2023-11-27 13:21:00,379.9235,379.9800,379.8600,379.9400,14750
2023-11-27 13:22:00,379.9300,379.9700,379.9000,379.9400,10940
2023-11-27 13:23:00,379.9300,380.0399,379.9000,380.0050,26053
2023-11-27 13:24:00,380.0100,380.0299,379.9400,379.9900,20290
2023-11-27 13:25:00,379.9782,380.1000,379.9782,380.0950,25637
2023-11-27 13:26:00,380.1100,380.1300,380.0400,380.0700,15791
2023-11-27 13:27:00,380.0600,380.0600,379.9000,379.9000,26856
2023-11-27 13:28:00,379.9200,379.9200,379.7501,379.8997,28306
2023-11-27 13:29:00,379.8607,379.9400,379.8400,379.9200,18824
2023-11-27 13:30:00,379.9300,379.9300,379.8300,379.8300,11338
2023-11-27 13:31:00,379.8250,379.8350,379.7300,379.8000,22549
2023-11-27 13:32:00,379.8050,379.9000,379.7800,379.8400,16552
2023-11-27 13:33:00,379.8700,379.9300,379.7600,379.9000,18147
2023-11-27 13:34:00,379.8900,379.9900,379.7000,379.7684,27599
2023-11-27 13:35:00,379.7700,379.8900,379.6801,379.8900,14477
2023-11-27 13:36:00,379.8750,380.0500,379.8700,380.0100,11102
2023-11-27 13:37:00,380.0300,380.0505,379.9339,380.0505,16942
2023-11-27 13:38:00,380.0350,380.0499,379.9100,380.0000,11869
2023-11-27 13:39:00,380.0100,380.0300,379.8200,379.8250,10276
2023-11-27 13:40:00,379.8300,379.8699,379.7600,379.8373,17502
2023-11-27 13:41:00,379.8400,379.8700,379.5900,379.6300,18534
2023-11-27 13:42:00,379.6628,379.8100,379.6600,379.7859,9856
2023-11-27 13:43:00,379.7800,379.7800,379.6850,379.7546,11373
2023-11-27 13:44:00,379.7700,379.8599,379.7000,379.7000,12187
2023-11-27 13:45:00,379.7200,379.7400,379.6400,379.6550,12994
2023-11-27 13:46:00,379.6400,379.7950,379.6300,379.7500,13265
2023-11-27 13:47:00,379.7700,379.8126,379.7300,379.7900,8231
2023-11-27 13:48:00,379.8000,379.9399,379.7700,379.8800,15785
2023-11-27 13:49:00,379.8828,379.9000,379.6900,379.7200,16121
2023-11-27 13:50:00,379.7000,379.7400,379.5900,379.6470,39480
2023-11-27 13:51:00,379.6700,379.7600,379.6400,379.6400,16181
2023-11-27 13:52:00,379.6426,379.6650,379.5630,379.5950,22760
2023-11-27 13:53:00,379.5800,379.6600,379.5800,379.6600,11178
2023-11-27 13:54:00,379.6320,379.6320,379.5201,379.5699,14161
2023-11-27 13:55:00,379.5600,379.5900,379.5100,379.5700,17167
2023-11-27 13:56:00,379.5700,379.5700,379.3900,379.4700,21567
2023-11-27 13:57:00,379.4200,379.6000,379.4200,379.5812,12061
2023-11-27 13:58:00,379.5900,379.7300,379.5900,379.7200,10598
2023-11-27 13:59:00,379.7100,379.7250,379.6450,379.7250,15477
2023-11-27 14:00:00,379.7300,379.7900,379.6500,379.6926,30618
2023-11-27 14:01:00,379.6900,379.7900,379.5901,379.7681,14735
2023-11-27 14:02:00,379.7150,379.8400,379.7150,379.8400,14091
2023-11-27 14:03:00,379.8150,379.8675,379.6009,379.6800,29640
2023-11-27 14:04:00,379.6639,379.6639,379.5079,379.5200,15774
2023-11-27 14:05:00,379.5092,379.5092,379.3424,379.4550,29529
2023-11-27 14:06:00,379.4500,379.5400,379.4300,379.5301,14499
2023-11-27 14:07:00,379.5482,379.5900,379.4600,379.5900,9341
2023-11-27 14:08:00,379.5650,379.5650,379.3600,379.3750,15034
2023-11-27 14:09:00,379.4100,379.4500,379.3900,379.4450,11962
2023-11-27 14:10:00,379.4500,379.4791,379.3900,379.3900,15300
2023-11-27 14:11:00,379.3600,379.4600,379.3600,379.4599,8657
2023-11-27 14:12:00,379.4600,379.5200,379.4000,379.4250,13770
2023-11-27 14:13:00,379.3900,379.4500,379.3800,379.4450,9943
2023-11-27 14:14:00,379.4600,379.4700,379.4300,379.4500,13064
2023-11-27 14:15:00,379.4450,379.4450,379.2500,379.2850,20508
2023-11-27 14:16:00,379.2799,379.3300,379.1400,379.1450,18061
2023-11-27 14:17:00,379.1450,379.2500,379.1060,379.2200,23547
2023-11-27 14:18:00,379.2072,379.2500,379.0700,379.1000,16705
2023-11-27 14:19:00,379.0900,379.1500,379.0100,379.0300,16054
2023-11-27 14:20:00,379.0200,379.0400,378.9600,379.0000,20185
2023-11-27 14:21:00,379.0099,379.1550,379.0099,379.0700,22931
2023-11-27 14:22:00,379.0900,379.1400,379.0200,379.1150,14115
